
1.1,BlackScreen,1,,,,,,
0,Sound,Flash,,  x   y
0,HeartTeleport,320,310,,,,,,
0.025,GasterBlaster,0.1,0,600,330,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,335,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,340,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,345,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,350,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,355,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,360,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,365,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,370,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,375,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,380,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,385,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,390,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,395,470,270,0.5,0.6
0.025,GasterBlaster,0.1,0,600,400,470,270,0.5,0.6



3,BlackScreen,1,,,,,,
0,Sound,Flash,,
0,SansHead,NoEyes



0.8,BlackScreen,0,,,,,,
0,Sound,Flash,,








0.4,SansBody,HandDown,,
0.3,BoneStab,1,80,8,0.3
0.4,SansBody,HandLeft,,
0.3,BoneStab,2,80,8,0.3
0.4,SansBody,HandUp,,
0.3,BoneStab,3,80,8,0.3
0.4,SansBody,HandRight,,
0.3,BoneStab,0,80,8,0.3
0.4,SansTorso,Default,,


0,GasterBlaster,0.1,0,600,460,170,136,0.5,0.6
0,GasterBlaster,0.1,0,600,186,170,44.5,0.5,0.6



2,GasterBlaster,2.9,0,600,186,445,315,0.5,0.6
0,GasterBlaster,2.9,0,600,467,445,224,0.5,0.6


6.3,SansTorso,Shrug,,
0,SansHead,Wink,,
0,SansText,Still alive huh?...,,
0,SansTorso,Default,,
0,SansHead,Default,,
           x   y    


1,BlackScreen,1,,,,,,
0,Sound,Flash,,
1,BlackScreen,0,,,,,,
0,Sound,Flash,,
0.0,CombatZoneResizeInstant,125,250,510,391,,,,
0,HeartMode,1,,,,


           x   y



0.5,BoneV,620,315,110,2,275,1
0.3,BoneV,620,365,50,2,275,0
0.5,BoneV,620,315,110,2,275,1
0.3,BoneV,620,365,50,2,275,0
0.5,BoneV,620,315,110,2,275,1
0.3,BoneV,620,365,50,2,275,0
0.5,BoneV,620,315,110,2,275,1
0.3,BoneV,620,365,50,2,275,0


2,BoneStab,1,20,0.5,0.3

1.5,BoneStab,1,20,0.5,0.3

1.5,BoneStab,1,20,0.5,0.3

1.5,HeartMode,0,,,,

0.3,BoneStab,1,60,1.4,1.8

0,BoneStab,3,60,1.4,1.8

0,BoneStab,2,180,1.4,1.8

0,BoneStab,0,180,1.4,1.8

3,BlackScreen,1,,,,,,

0,Sound,Flash,,

0,HeartMode,1,,,,

0.4,BlackScreen,0,,,,,,

0,Sound,Flash

0.0,CombatZoneResizeInstant,125,265,510,391,,,,

               x   y  h  d  s  
0,BoneVRepeat,600,345,80,2,150,40,85

0,BoneVRepeat,0,230,105,0,150,40,85

25.6,BlackScreen,1,,,,,,

0,Sound,Flash,,

0,Sanshead,NoEyes,,

0.3,BlackScreen,0,,,,,,

0,,Sound,Flash,,

0.0,CombatZoneResizeInstant,239,226,404,391,,,,



                    x  y   x   y
0,GasterBlaster,0.1,0,600,437,455,224,0.5,0.6                 
0,GasterBlaster,0.1,0,600,467,455,224,0.5,0.6
0,GasterBlaster,0.1,0,600,497,455,224,0.5,0.6
0,GasterBlaster,0.1,0,600,527,455,224,0.5,0.6
0,GasterBlaster,0.1,0,600,557,455,224,0.5,0.6
0,GasterBlaster,0.1,0,600,587,455,224,0.5,0.6
0,GasterBlaster,0.1,0,600,617,455,224,0.5,0.6
0,GasterBlaster,0.1,0,600,216,455,315,0.5,0.6
0,GasterBlaster,0.1,0,600,186,455,315,0.5,0.6
0,GasterBlaster,0.1,0,600,156,455,315,0.5,0.6
0,GasterBlaster,0.1,0,600,126,455,315,0.5,0.6
0,GasterBlaster,0.1,0,600,96,455,315,0.5,0.6
0,GasterBlaster,0.1,0,600,66,455,315,0.5,0.6
0,GasterBlaster,0.1,0,600,36,455,315,0.5,0.6


                  x  y   x   y
2.3,GasterBlaster,2,0,600,170,385,360,0.5,0.5
0,GasterBlaster,2,600,600,470,385,180,0.5,0.5


2.4,SansSlam,3
0,Sansbody,HandUp,,
0,BoneStab,3,30,0.6,0.3

1.3,SansSlam,0
0,SansBody,HandRight,,
0,BoneStab,0,30,0.6,0.3

1.3,SansSlam,1
0,SansBody,HandDown,,
0,BoneStab,1,30,0.6,0.3

1.3,SansSlam,2
0,SansBody,HandLeft,,
0,BoneStab,2,30,0.6,0.3


0.8,SansSlam,3
0,Sansbody,HandUp,,
0,BoneStab,3,30,0.5,0.3

0.8,SansSlam,0
0,SansBody,HandRight,,
0,BoneStab,0,30,0.5,0.3

0.8,SansSlam,1
0,SansBody,HandDown,,
0,BoneStab,1,30,0.5,0.3

0.8,SansSlam,2
0,SansBody,HandLeft,,
0,BoneStab,2,30,0.5,0.3


1.3,SansSlam,3
0,SansBody,HandUp,,x  y  x   y
0,GasterBlaster,1,0,0,173,230,360,0.7,0.4
0,GasterBlaster,1,600,0,470,230,180,0.7,0.4

2.3,SansSlam,1
0,SansBody,HandDown,,
0,BoneStab,1,55,0.9,1.6
            x   y   h d  s    
0,Platform,415,320,40,2,80
                           x   y
0.7,GasterBlaster,1,600,0,470,300,180,0.7,0.45
0,GasterBlaster,1,600,0,173,300,360,0.7,0.45


2,SansSweat,1,,,
0,SansHead,Default,,
0,SansTorso,Shrug,,
0,SansText,Uhh...Kid...,,
0,SansText,listen...all this fight..is...,,
0,SansText,REALLY..tire-n me out...,,
0,SansText,Soo....now....,,
0,SansText,it will be a good time to...,,
0,SansHead,NoEyes,,
0,SansText,DIE,,
0.5,SansHead,ClosedEyes,,
1.5,SansHead,BlueEye,,,
0,HeartMode,0,,,,
0,GasterBlaster,2,600,600,175,305,360,0.7,0.6
0,GasterBlaster,2,600,600,465,305,180,0.7,0.6
0,GasterBlaster,2,300,600,320,455,270,0.7,0.6
0,GasterBlaster,2,0,300,320,160,90,0.7,0.6

2,GasterBlaster,2,0,600,186,445,315,0.5,0.6
0,GasterBlaster,2,0,600,467,445,224,0.5,0.6
0,GasterBlaster,2,0,600,460,170,136,0.5,0.6
0,GasterBlaster,2,0,600,186,170,44.5,0.5,0.6

0.9,GasterBlaster,2,0,600,170,385,360,1,0.6
0,GasterBlaster,2,0,600,241.5,460,270,1,0.6
0,GasterBlaster,2,600,0,400,160,90,1,0.6
0,GasterBlaster,2,600,0,470,230,180,1,0.6


0,GasterBlaster,2,0,600,186,445,315,3.3,0.6
0,GasterBlaster,2,0,600,467,445,224,3.3,0.6
0,GasterBlaster,2,0,600,460,170,136,3.3,0.6
0,GasterBlaster,2,0,600,186,170,44.5,3.3,0.6
0,GasterBlaster,2,600,600,175,305,360,3.3,0.6
0,GasterBlaster,2,600,600,465,305,180,3.3,0.6


                              
5,GasterBlaster,0.1,600,300,320,160,90,0.7,0.6
0.17,GasterBlaster,0.1,600,600,260,168,67.5,0.7,0.6
0.17,GasterBlaster,0.1,600,600,210,196,44.5,0.7,0.6
0.17,GasterBlaster,0.1,600,600,185,250,20,0.7,0.6
0.17,GasterBlaster,0.1,600,600,175,305,360,0.7,0.6
0.17,GasterBlaster,0.1,600,600,190,365,341,0.7,0.6
0.17,GasterBlaster,0.1,600,600,210,420,315,0.7,0.6
0.17,GasterBlaster,0.1,300,600,263,445,290,0.7,0.6
0.17,GasterBlaster,0.1,300,600,320,455,270,0.7,0.6
0.17,GasterBlaster,0.1,300,600,377,450,252,0.7,0.6
0.17,GasterBlaster,0.1,600,600,435,420,224,0.7,0.6
0.17,GasterBlaster,0.1,600,600,460,370,204,0.7,0.6
0.17,GasterBlaster,0.1,600,600,465,305,180,0.7,0.6
0.17,GasterBlaster,0.1,600,600,455,240,150,0.7,0.6
0.17,GasterBlaster,0.1,600,600,435,196,136,0.7,0.6
0.17,GasterBlaster,0.1,600,300,377,172,110,0.7,0.6


0.17,GasterBlaster,0.1,600,300,320,160,90,0.7,0.6
0.17,GasterBlaster,0.1,600,600,260,168,67.5,0.7,0.6
0.17,GasterBlaster,0.1,600,600,210,196,44.5,0.7,0.6
0.17,GasterBlaster,0.1,600,600,185,250,20,0.7,0.6
0.17,GasterBlaster,0.1,600,600,175,305,360,0.7,0.6
0.17,GasterBlaster,0.1,600,600,190,365,341,0.7,0.6
0.17,GasterBlaster,0.1,600,600,210,420,315,0.7,0.6
0.17,GasterBlaster,0.1,300,600,263,445,290,0.7,0.6
0.17,GasterBlaster,0.1,300,600,320,455,270,0.7,0.6
0.17,GasterBlaster,0.1,300,600,377,450,252,0.7,0.6
0.17,GasterBlaster,0.1,600,600,435,420,224,0.7,0.6
0.17,GasterBlaster,0.1,600,600,460,370,204,0.7,0.6
0.17,GasterBlaster,0.1,600,600,465,305,180,0.7,0.6
0.17,GasterBlaster,0.1,600,600,455,240,150,0.7,0.6
0.17,GasterBlaster,0.1,600,600,435,196,136,0.7,0.6
0.17,GasterBlaster,0.1,600,300,377,172,110,0.7,0.6


0.17,GasterBlaster,0.1,600,300,320,160,90,0.7,0.6
0.17,GasterBlaster,0.1,600,600,260,168,67.5,0.7,0.6
0.17,GasterBlaster,0.1,600,600,210,196,44.5,0.7,0.6
0.17,GasterBlaster,0.1,600,600,185,250,20,0.7,0.6
0.17,GasterBlaster,0.1,600,600,175,305,360,0.7,0.6
0.17,GasterBlaster,0.1,600,600,190,365,341,0.7,0.6
0.17,GasterBlaster,0.1,600,600,210,420,315,0.7,0.6
0.17,GasterBlaster,0.1,300,600,263,445,290,0.7,0.6
0.17,GasterBlaster,0.1,300,600,320,455,270,0.7,0.6
0.17,GasterBlaster,0.1,300,600,377,450,252,0.7,0.6
0.17,GasterBlaster,0.1,600,600,435,420,224,0.7,0.6
0.17,GasterBlaster,0.1,600,600,460,370,204,0.7,0.6
0.17,GasterBlaster,0.1,600,600,465,305,180,0.7,0.6
0.17,GasterBlaster,0.1,600,600,455,240,150,0.7,0.6
0.17,GasterBlaster,0.1,600,600,435,196,136,0.7,0.6
0.17,GasterBlaster,0.1,600,300,377,172,110,0.7,0.6
0.17,GasterBlaster,0.1,600,300,320,160,90,0.7,0.6


0.17,GasterBlaster,0.1,600,600,260,168,67.5,0.7,0.6
0.17,GasterBlaster,0.1,600,600,210,196,44.5,0.7,0.6
0.17,GasterBlaster,0.1,600,600,185,250,20,0.7,0.6
0.17,GasterBlaster,0.1,600,600,175,305,360,0.7,0.6
0.17,GasterBlaster,0.1,600,600,190,365,341,0.7,0.6
0.17,GasterBlaster,0.1,600,600,210,420,315,0.7,0.6
0.17,GasterBlaster,0.1,300,600,263,445,290,0.7,0.6
0.17,GasterBlaster,0.1,300,600,320,455,270,0.7,0.6
0.17,GasterBlaster,0.1,300,600,377,450,252,0.7,0.6
0.17,GasterBlaster,0.1,600,600,435,420,224,0.7,0.6
0.17,GasterBlaster,0.1,600,600,460,370,204,0.7,0.6
0.17,GasterBlaster,0.1,600,600,465,305,180,0.7,0.6
0.17,GasterBlaster,0.1,600,600,455,240,150,0.7,0.6
0.17,GasterBlaster,0.1,600,600,435,196,136,0.7,0.6
0.17,GasterBlaster,0.1,600,300,377,172,110,0.7,0.6
0.17,GasterBlaster,0.1,600,300,320,160,90,0.7,0.6



2,SansSlam,0
0,SansBody,HandRight,,
0.2,SansSlam,1
0,SansBody,HandDown,,
0.2,SansSlam,3
0,SansBody,HandUp,,
0.2,SansSlam,2
0,SansBody,HandLeft,,
0.2,SansSlam,0
0,SansBody,HandRight,,
0.2,SansSlam,1
0,SansBody,HandDown,,
0.2,SansSlam,3
0,SansBody,HandUp,,
0.2,SansSlam,2
0,SansHead,Default,,
0,SansBody,HandLeft,,
0.2,SansSlam,1
0,SansBody,HandDown,,
0.2,SansSlam,3
0,SansBody,HandUp,,
0.2,SansSlam,2
0,SansBody,HandLeft,,
0.2,SansSlam,0
0,SansBody,HandRight,,
0.2,SansSlam,1
0,SansBody,HandDown,,
0.2,SansSlam,3
0,SansBody,HandUp,,
0.2,SansSlam,2
0,SansBody,HandLeft,,
0.2,SansSlam,1
0,SansBody,HandDown,,
0.2,SansSlam,3
0,SansBody,HandUp,,
0.2,SansSlam,2
0,SansBody,HandLeft,,
0.2,SansSlam,0
0,SansBody,HandRight,,
0.2,SansSlam,1
0,SansBody,HandDown,,
0.2,SansSlam,3
0,SansBody,HandUp,,
0.2,SansSlam,2
0,SansBody,HandLeft,,
0.2,SansSlam,1
0,SansBody,HandDown,,
0.2,SansSlam,3
0,SansBody,HandUp,,
0.2,SansSlam,2
0,SansBody,HandLeft,,
0.2,SansSlam,0
0,SansBody,HandRight,,
0.2,SansSlam,1
0,SansBody,HandDown,,
0.2,SansSlam,3
0,SansBody,HandUp,,
0.2,SansSlam,2
0,SansBody,HandLeft,,
0.4,SansSlam,3
0,SansBody,HandUp,,
0.6,SansSlam,0
0,SansBody,HandRight,,
1.2,SansSlam,1
0,SansBody,HandDown,,
2,SansSlam,2
0,SansBody,HandLeft,,
0,SansSweat,1,,,
4,SansSlam,1
0,SansBody,HandDown,,
1,SansTorso,Default,,



3,GasterBlaster,0.1,0,300,320,160,90,0.7,0.6
0,GasterBlaster,0.1,600,600,175,305,360,0.7,0.6
0,GasterBlaster,0.1,600,600,465,305,180,0.7,0.6
0,GasterBlaster,0.1,300,600,320,455,270,0.7,0.6
0,GasterBlaster,0.1,0,600,186,445,315,0.7,0.6
0,GasterBlaster,0.1,0,600,467,445,224,0.7,0.6
0,GasterBlaster,0.1,0,600,460,170,136,0.7,0.6
0,GasterBlaster,0.1,0,600,186,170,44.5,0.7,0.6

1.5,Sanshead,LookLeft,,

1,SansText,...wow..,,

0,SansTorso,Shrug,,
0,SansText,..you're...really..,,


0,SansText,..good at this...kid...,,
0,SansHead,Wink,,

0,SansHead,ClosedEyes,,
2,SansHead,NoEyes,,

0,HeartMode,0,,,,

0.1,GasterBlaster,1.5,600,300,320,160,90,0.7,0.6
0,GasterBlaster,1.5,600,600,260,168,67.5,0.7,0.6
0,GasterBlaster,1.5,600,300,377,172,110,0.7,0.6


2,GasterBlaster,0.1,600,0,380,165,90,0.7,2
0,GasterBlaster,0.1,600,0,320,165,90,0.7,2
0,GasterBlaster,0.1,600,0,263,165,90,0.7,2



0,GasterBlaster,0.1,600,0,465,368,180,0.7,2
0,GasterBlaster,0.1,600,0,465,308,180,0.7,2
0,GasterBlaster,0.1,600,0,465,251,180,0.7,2


3,GasterBlaster,1.5,0,600,186,445,315,0.5,0.6
0,GasterBlaster,1.5,0,600,467,445,224,0.5,0.6
0,GasterBlaster,1.5,300,600,320,455,270,0.5,0.6

2,GasterBlaster,0.1,0,600,460,170,136,0.5,0.6
0,GasterBlaster,0.1,0,600,186,170,44.5,0.5,0.6
0,GasterBlaster,0.1,600,0,320,165,90,0.5,0.6


0,GasterBlaster,1,600,0,500,308,180,0.7,2.5
0,GasterBlaster,1,0,0,144,308,360,0.7,2.5


3,GasterBlaster,2,0,600,241.5,460,270,1,1                       
0,GasterBlaster,2,0,600,170,385,360,1,1
0,GasterBlaster,2,0,600,186,445,315,1,1

2,GasterBlaster,0.1,600,0,400,155,90,0.6,0.7
0,GasterBlaster,0.1,600,0,480,220,180,0.6,0.7

                         x  y  x   y
0.015,GasterBlaster,0.1,600,0,400,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,225,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,395,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,230,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,390,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,235,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,385,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,240,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,380,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,245,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,375,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,250,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,370,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,255,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,365,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,260,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,360,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,265,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,355,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,270,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,350,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,275,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,345,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,280,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,340,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,285,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,335,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,290,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,330,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,295,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,325,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,300,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,320,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,305,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,315,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,310,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,310,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,315,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,305,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,320,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,300,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,325,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,295,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,330,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,290,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,335,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,285,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,340,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,280,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,345,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,275,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,350,180,0.6,0.7
0.015,GasterBlaster,0.1,600,0,270,160,90,0.6,0.7
0.015,GasterBlaster,0.1,600,0,475,355,180,0.6,0.7


3,HeartMode,1,,,,

0,SansSlam,1 
0,SansBody,HandDown,,
0,BoneStab,1,30,0.7,0.3                             
0,GasterBlaster,1.5,600,0,380,165,90,0.7,0.6
0,GasterBlaster,1.5,600,0,263,165,90,0.7,0.6
1,SansTorso,Default,,

0,Sound,Flash,,
0.5,BlackScreen,1,,,,

0,HeartMode,0,,,,
0.5,BlackScreen,0,,,,
0,Sound,Flash,,

0.0,CombatZoneResizeInstant,223,303,420,391,,,,

1,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,1

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,2

0.3,BoneV,550,300,310,2,150,2

1.5,BoneStab,2,80,0.7,0.3

0,BoneStab,0,80,0.7,0.3

1,BoneStab,3,30,0.7,0.3
0,SansSweat,2
0,BoneStab,1,30,0.7,0.3

1,BoneStab,2,80,0.7,0.3

0,BoneStab,0,80,0.7,0.3

0,BoneStab,3,30,0.7,0.3

0,BoneStab,1,30,0.7,0.3

0.1,GasterBlaster,1,600,300,320,160,90,0.7,0.6
0,GasterBlaster,1,600,600,260,168,67.5,0.7,0.6
0,GasterBlaster,1,600,300,377,172,110,0.7,0.6


1.3,GasterBlaster,1,600,300,480,370,180,0.7,0.6

0.8,GasterBlaster,1,600,300,163,325,360,0.7,0.6

2.1,BlackScreen,1,,,,,,
0,Sound,Flash,,
0,SansX,700
0,HeartMode,1,,,,
0,SansY,300
0.6,BlackScreen,0,,,,,,
0,Sound,Flash,,
0.7,CombatZoneResize,223,70,420,391,,,,

1.2,PlatformRepeat,100,335,37,0,120,30,120

0,PlatformRepeat,400,270,37,2,120,30,120

0,PlatformRepeat,100,205,37,0,120,30,120

0,PlatformRepeat,400,145,37,2,120,30,120

0,Platform,300,100,45,0,0.1

0,GasterBlaster,1,0,0,150,350,360,5,0.6

0,GasterBlaster,1,0,0,150,260,360,5,0.6

0,GasterBlaster,1,0,0,150,170,360,5,0.6




6,BlackScreen,1,,,,
0,Sound,Flash,,

0,SansX,318


0.7,BlackScreen,0,,,,
0,Sound,Flash,,
0,CombatZoneResizeInstant,239,225,404,391,,,,
0,HeartMode,0,,,,
0,HeartTeleport,320,310,,,,,,
0.7,GetHeartPos,HX,HY,,,,,,
0,GasterBlaster,0.1,600,600,$HX,400,270,0.5,0.5
0,GasterBlaster,0.1,600,600,150,$HY,360,0.5,0.5

0.7,GetHeartPos,HX,HY,,,,,,
0.3,GasterBlaster,0.1,600,600,$HX,250,90,0.5,0.5
0,GasterBlaster,0.1,600,600,450,$HY,180,0.5,0.5

0.7,GetHeartPos,HX,HY,,,,,,
0.3,GasterBlaster,0.1,600,600,$HX,400,270,0.5,0.5
0,GasterBlaster,0.1,600,600,150,$HY,360,0.5,0.5

0.7,GetHeartPos,HX,HY,,,,,,
0.3,GasterBlaster,0.1,600,600,$HX,250,90,0.5,0.5
0,GasterBlaster,0.1,600,600,450,$HY,180,0.5,0.5

0.7,GetHeartPos,HX,HY,,,,,,
0.3,GasterBlaster,0.1,600,600,$HX,400,270,0.5,0.5
0,GasterBlaster,0.1,600,600,150,$HY,360,0.5,0.5


2,SansSlam,3
0,SansBody,HandUp,,
0.1,BoneStab,3,30,0.5,0.3
1.2,BoneStab,1,135,0.3,14

0.3,BoneV,550,222,30,2,150,2

